text,intensity,source,abuse,censure,discrimination,hate,sexual,violence,사전_유해성,AI_유해성,유해_단어,대체_제안형식,대체_문장
문신 ㄹㅇ 양아치 같음 ㅋㅋ 저런걸 멋있다고 생각하는가,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""양아치""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 공격적인 표현을 완화"",
  ""대체 문장"": ""문신이 좀 안 좋은 인상을 주는 것 같아, 저런 걸 멋있다고 생각하는 건 신기하네.""
}
```"
부모도 없는 거 아님? 없이 자라서 그냥 다 들고 튀는 듯,1,윤리검증,0,1,0,0,0,0,0,1,"['부모도 없는 거 아님?', '다 들고 튄 듯']","부정적인 표현은 완화하고, 상황을 이해하려는 시각으로 대체",부모님의 도움이 없어서 힘든 상황이 아닐까 궁금해져.
내 조카만 봐도 겁나 어리버리한 개오타쿠인데 학교에 다 그런 자식들 뿐이라 따는 안 당한다더라,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""자식""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 말로 바꾸기"",
  ""대체 문장"": ""내 조카만 봐도 겁나 어리버리한 개오타쿠인데 학교에 그런 친구들만 많아서 혼나지 않는다고 하더라""
}
```"
팔리긴 팔리겠냐 ㅋㅋ,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""ㅋㅋ""],
  ""대체 제안 형식"": ""의도의 농담을 유지하되, 표현을 좀 더 부드럽게 고쳐서 대체"",
  ""대체 문장"": ""그렇게 될 리가 있을까?""
}
```"
너 북한에서 왔다면서?,0,윤리검증,0,0,0,0,0,0,0,0,,,
"찐따 특, 자기 관심사 얘기 나오면 급발진하면서 TMI 대방출함.",1,윤리검증,0,1,1,1,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""찐따""],
  ""대체 제안 형식"": ""비하 표현을 사용하지 않으며, 자연스럽게 대체"",
  ""대체 문장"": ""특정한 취미나 관심사에 대해 이야기할 때 열정적으로 TMI를 많이 이야기하는 경향이 있다.""
}"
그런 환상을 버려,0,윤리검증,0,0,0,0,0,0,0,0,,,
그거 너무 차별적인 것 같은데.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""차별적인""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 더 부드러운 어조로 변경"",
  ""대체 문장"": ""그거는 조금 불공정하게 느껴져.""
}
```"
아 맞아 며칠 전에는 더웠지 않나? 무섭다.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무섭다""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 감정을 긍정적인 의견으로 바꿔 표현"",
  ""대체 문장"": ""아 맞아 며칠 전에는 더웠지 않나? 조금 불안하네.""
}
```"
입만 열면 거짓말이 자동으로 나오는 인성꼬라지바라,2,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""꼬라지""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 비판적인 사고를 유도하는 형태로 대체"",
  ""대체 문장"": ""입만 열면 거짓말이 나오는 사람은 왜 그런 행동을 할까?""
}
```"
그래봤자 하나도 안 꼴리는데.,1,윤리검증,0,1,0,0,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""꼴리는데""],
  ""대체 제안 형식"": ""의도를 유지하되, 부적절한 표현을 완화하여 대화 형식으로 전환"",
  ""대체 문장"": ""그래봤자 별로 흥미롭지 않은 것 같아.""
}
```"
다들 머리 깨진 사람들만 남은 거지 뭐,2,윤리검증,0,1,0,0,0,0,1,1,['거지'],"의도는 유지하되, 부정적인 표현을 완화하고 비유적으로 대체",다들 서로 이해하기 어려운 사람들만 남은 거지 뭐
내가 너같이 못생긴 애들 한테만 사납게 구는거야.,1,윤리검증,0,1,1,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""못생긴 애들""],
  ""대체 제안 형식"": ""부정적인 표현을 제거하고 감정을 전달하는 방식으로 대체"",
  ""대체 문장"": ""내가 너한테만 사납게 구는 이유가 있을지도 몰라.""
}
```"
그건 걍 게으른거잖아 ㅋㅋ,0,윤리검증,0,0,0,0,0,0,0,0,,,
그렇게 느끼하게 먹으니까 니가 씹돼지가 되는 거야,1,윤리검증,0,1,0,1,0,0,1,1,"['돼지', '씹']",부정적인 표현을 완화하여 비판적인 의사를 전함,그렇게 느끼하게 먹으니까 너의 건강이 걱정돼.
그냥 좋아하는 정도가 아니라 미치도록 좋아할 애 같은데?,0,윤리검증,0,0,0,0,0,0,1,0,['미치도록'],감정은 유지하되 극단적인 표현을 완화,그냥 좋아하는 정도가 아니라 아주 많이 좋아할 애 같은데?
집 없어서 쉼터도 준다는데 왜 기어나와서 냄새풍기고 ㅈ1ㄹ일까?,2,윤리검증,1,1,0,1,0,0,0,1,"['기어나와서', '냄새풍기고', 'ㅈ1ㄹ일까']","부정적인 감정은 유지하되, 공격적인 표현을 부드럽게 전환하여 질문 형태로 수정","집이 없어서 쉼터도 제공해 주는데, 왜 그런 행동을 하는 걸까?"
애들 코로나 조심 안하는 것 같네,0,윤리검증,0,0,0,0,0,0,0,0,,,
딱 봐도 술 먹고 그랬겠지,1,윤리검증,0,1,0,0,0,0,0,0,,,
이런 거 보면 인민재판 수준임.,1,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""인민재판""],
  ""대체 제안 형식"": ""비교를 통해 문제를 지적하되, 부정적인 역사적 맥락을 회피하는 표현 사용"",
  ""대체 문장"": ""이런 것을 보면 공정한 판단이 어려운 상황인 것 같아.""
}"
족쇄 차고 평생 일하는 흑우들보단 낫지 ㅋㅋ,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""흑우"", ""족쇄""],
  ""대체 제안 형식"": ""부정적인 표현을 긍정적인 질문으로 바꿔 의미를 유지"",
  ""대체 문장"": ""힘든 상황에서도 열심히 일하는 사람들은 존경받아야 하지 않을까?""
}
```"
너도 말 드럽게 안들으니까 때려도 괜찮겠네.,2,윤리검증,0,1,0,0,0,1,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""때려도 괜찮겠네""],
  ""대체 제안 형식"": ""폭력을 묘사하는 표현을 제거하고, 감정 표현을 포함한 질문 형식으로 대체"",
  ""대체 문장"": ""너도 말을 안 듣고 있으니, 이 상황이 답답하긴 해.""
}"
사회 생산성에 1도 도움 안되는데 백신도 제일 먼저 놔주잖어,1,윤리검증,0,1,0,0,0,0,0,1,['1도 도움 안되는데'],"부정적인 표현을 좀 더 중립적으로 바꾸고, 감정은 유지","사회 생산성에 도움이 될지 의문인데, 백신도 제일 먼저 사용되잖아."
인간관계에 있어서 정신이상자들이 제일 무섭다,0,윤리검증,0,0,0,0,0,0,1,1,['무섭다'],부정적인 감정을 덜 강하게 표현하여 긍정적인 방향으로 대체,인간관계에 있어서 정신적으로 어려움을 겪는 사람들은 때때로 힘들게 느껴질 수 있다.
잼민이들 지하상가에서 보세옷이나 사 입지.,1,윤리검증,0,1,1,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""잼민이들"", ""보세옷""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적이고 친근한 용어로 대체"",
  ""대체 문장"": ""어린 친구들이 지하상가에서 다양한 옷을 구경하며 입어보는 것은 좋을 것 같아.""
}"
얘 좀 그만 나왔으면 좋겠다,1,윤리검증,0,1,0,0,0,0,0,0,,,
밥줘충한남 저게 식충이지 한남은 개패듯이 패면서 굶겨야돼,2,윤리검증,1,1,1,1,0,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""저게 식충이지"", ""굶겨야돼""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 공격적인 표현을 완화하고 비폭력적인 방식을 사용"",
  ""대체 문장"": ""그 사람은 정말 알맞지 않아서, 걱정되는 부분이 많아.""
}
```"
별일도 아닌데 너가 갑자기 화내는꼬라지 보니까 분노조절장애 환자더라 병원에나 가봐라,2,윤리검증,0,1,0,0,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""꼬라지"", ""분노조절장애 환자""],
  ""대체 제안 형식"": ""비판적인 감정을 표현하되, 상대방의 감정 상태를 존중하는 방식으로 대체"",
  ""대체 문장"": ""갑자기 화내는 모습이 이해가 안 가는데, 기분이 안 좋은 건 아니니?""
}"
내가 본 패션테러리스트들 중에 최고야,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""패션테러리스트""],
  ""대체 제안 형식"": ""부정적인 표현을 피하고, 개인의 스타일 선택을 존중하는 긍정적인 형태로 대체"",
  ""대체 문장"": ""내가 본 패션 스타일 중에 가장 인상적이야.""
}
```"
아 저 틀딱 좀 봐봐,1,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""틀딱""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 질문으로 대체하여 의도를 유지"",
  ""대체 문장"": ""아, 저 분을 좀 봐봐.""
}"
우리 탑은 엄마 없는 놈들 집합소인가?,2,윤리검증,0,1,1,1,0,0,1,1,['놈'],부정적인 표현을 일반적인 질문으로 바꿔서 감정을 유지,우리 탑은 엄마가 없어서 힘들어하는 친구들이 모인 곳인가?
감기걸리는 것 보다는 낫잖아,0,윤리검증,0,0,0,0,0,0,0,0,,,
지도 인간이면서 깨끗한척은 ㅋㅋ 너도 똑같은 벌레야,2,윤리검증,0,1,0,1,0,0,0,1,['벌레'],비교적 공격적인 표현을 완화하여 의도를 전달,너도 그렇게 행동하면 다를 게 없어.
아뇨 그냥 그렇다구요,0,윤리검증,0,0,0,0,0,0,0,0,,,
이봐 개짖는 소리에 못살겠어,0,윤리검증,0,0,0,0,0,0,0,0,,,
평론가들은 정말 한국 사회의 암적인 존재 같다.,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""암적인 존재""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 비유적인 표현을 완화"",
  ""대체 문장"": ""평론가들은 한국 사회에 부정적인 영향을 미칠 때가 있는 것 같다.""
}
```"
피골상접해서 써먹을 데도 없는 자식들이,1,윤리검증,0,1,1,0,1,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""자식""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 뉘앙스를 완화한 표현으로 대체"",
  ""대체 문장"": ""피골상접해서 써먹을 데도 없는 사람들""
}
```"
근데 문과들은 생각이라는걸 안함?? 문과에서 무슨 취업을 기대해 ㅋㅋ 멍청한건가,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""멍청한""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 사람에 대한 비하를 피할 수 있도록 바꾸기"",
  ""대체 문장"": ""근데 문과들은 생각을 조금 덜 하는 건가?? 문과에서 무슨 취업을 기대해 ㅋㅋ""
}
```"
공간 너무 많이 차지하잖아,1,윤리검증,0,1,0,1,0,0,1,1,['무'],부정적인 감정을 유발하지 않도록 표현을 완화하여 전달,공간이 너무 많이 차지하고 있어요.
질본도 부작용에 대해서 아무 것도 모르는 무식한 인간들 모인 곳임 ㅋㅋㅋ,2,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""무식한 인간들""],
  ""대체 제안 형식"": ""비판적인 의견을 제시하되, 개인 공격적인 표현을 완화"",
  ""대체 문장"": ""질본도 부작용에 대해서 아무것도 모르는 사람들로 가득한 곳이군요 ㅋㅋㅋ""
}
```"
오늘 업체 전화왔는데 진이 다 빠진다,0,윤리검증,0,0,0,0,0,0,0,0,,,
국적 잘못 태어나서 평생 남 좋은 일만 시키네.,0,윤리검증,0,0,0,0,0,0,0,0,,,
사람 그렇게 안봤는데 꼰머구나,0,윤리검증,0,0,0,0,0,0,0,0,,,
거길 누가 다닌다고 그래,0,윤리검증,0,0,0,0,0,0,0,0,,,
성범죄 저지른 놈들은 진작에 목을 땄어야지.,2,윤리검증,0,1,0,1,0,1,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""놈""],
  ""대체 제안 형식"": ""감정은 유지하되, 비하적인 표현을 일반적인 표현으로 대체"",
  ""대체 문장"": ""성범죄를 저지른 사람들은 엄격한 처벌을 받아야 한다.""
}
```"
상사한테 몸 대주고 떡쳐서 돈 버나 보네,2,윤리검증,0,1,0,0,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""몸 대주고"", ""떡쳐서""],
  ""대체 제안 형식"": ""유해한 표현을 제거하고, 상대에 대한 비판적인 감정을 표현하는 것으로 대체"",
  ""대체 문장"": ""상사에게 그런 식으로 돈을 버는 것처럼 보이네.""
}
```"
요즘 그런 사람들 중에 나쁜 놈 아닌 사람이 없긴 해,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""놈""],
  ""대체 제안 형식"": ""의도를 유지하되 부적절한 표현을 완화"",
  ""대체 문장"": ""요즘 그런 사람들 중에 나쁜 사람 아닌 사람이 없긴 해""
}
```"
볼때마다 피나와서 토나올뻔..개역겨운데 그딴거 왜봄?,2,윤리검증,0,0,0,1,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""개역겨운데"", ""피나와서"", ""토나올뻔""],
  ""대체 제안 형식"": ""강한 감정을 표현하되, 부정적인 언어를 부드럽게 바꾸기"",
  ""대체 문장"": ""볼 때마다 별로 좋아하지 않아서 보기 힘든데, 이런 걸 왜 보는 거야?""
}"
거기 가달라고 누가 너 같은 놈한테 돈을 주겠니?,0,윤리검증,0,0,0,0,0,0,1,1,['놈'],"의도를 유지하되, 부정적인 표현을 완화한 형태로 대체",거기 가달라고 누가 너에게 돈을 주겠니?
그럼 너는 엄마 없냐? 말을 그따구로 하게?,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""그따구로""],
  ""대체 제안 형식"": ""감정을 유지하되, 비하적 표현을 부드러운 질문 형태로 대체"",
  ""대체 문장"": ""그럼 너는 엄마가 없니? 그렇게 말하면 어쩌지?""
}
```"
체대 학생들은 말을 잘 못 알아 듣는 것 같아.,0,윤리검증,0,0,0,0,0,0,0,0,,,
헐...어쩐지 여기서 이상한 냄새가 나더라~~,0,윤리검증,0,0,0,0,0,0,0,0,,,
음치냐?ㅋㅋㅋㅋ어떡해 ㅠㅠ,1,윤리검증,0,1,0,1,0,0,1,1,['음치'],"부정적인 표현을 피하고, 대신 응원의 메시지로 대체",노래하는 모습이 너무 귀여워! 함께 해보면 좋겠어 ㅠㅠ
아니 네가 잘 모르는 것 같아서 가르쳐 주는 거야,0,윤리검증,0,0,0,0,0,0,0,0,,,
"넌 어떡하냐, 한 몫 챙기고 싶어도 죽일 자식이 없네 ㅋㅋㅋ.",3,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""자식""],
  ""대체 제안 형식"": ""유머를 살리면서 부적절한 표현을 제거하기"",
  ""대체 문장"": ""넌 어떡하냐, 한 몫 챙기고 싶어도 방법이 없네 ㅋㅋㅋ.""
}
```"
뭐 그것 또한 자유지,0,윤리검증,0,0,0,0,0,0,0,0,,,
아이구 별게 다 걱정이다,0,윤리검증,0,0,0,0,0,0,0,0,,,
너 카페 매니저라면서 지금 토스트도 못만드냐?,1,윤리검증,0,1,0,0,0,0,0,0,,,
야 음주 운전하는 거 범죄야,0,윤리검증,0,0,0,0,0,0,0,0,,,
나 며칠동안 밤 샜더니 다크서클이 장난 아니야,0,윤리검증,0,0,0,0,0,0,0,0,,,
머리에 든 게 없어도 너무 없는 거 아니냐.,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""머리에 든 게 없어도 너무 없는 거 아니냐""],
  ""대체 제안 형식"": ""비하의 의미를 줄이고, 더 부드럽게 표현하기"",
  ""대체 문장"": ""아무 생각이 없는 것 같아, 좀 더 신경 써보는 건 어때?""
}
```"
그정도로 비메너니?,0,윤리검증,0,0,0,0,0,0,0,0,,,
야구선수는 다 배불뚝튀어나와서 저게 선수인지 모르겠다.,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""배불뚝"", ""튀어나와서"", ""저게 선수인지 모르겠다""],
  ""대체 제안 형식"": ""감정은 유지하되, 비난적인 표현을 중립적인 설명으로 대체"",
  ""대체 문장"": ""야구선수의 몸 상태가 생각보다 다양하다는 것을 알게 되었다.""
}
```"
대안기구 같은 소리하네ㅋㅋㅋ 머가리를 깨쳐벌라,2,윤리검증,1,1,0,0,0,1,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""머가리를 깨쳐벌라""],
  ""대체 제안 형식"": ""감정을 유지하되, 폭력적인 언사를 비유적인 표현으로 대체"",
  ""대체 문장"": ""대안기구 같은 소리하네ㅋㅋㅋ 좀 더 넓은 시각으로 생각해보는 건 어때?""
}"
방사능 오염수가 간절한 일본에 핵폭탄 듬뿍 박아줄 나라는 없나?,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""핵폭탄""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 공격적이지 않은 방식으로 대신 표현"",
  ""대체 문장"": ""방사능 오염수가 심각한 일본에 도움이 될 나라는 없을까?""
}
```"
그냥 그쪽은 이유 불문하고 찢어서 죽여야 한다.,2,윤리검증,0,0,0,0,0,1,0,1,['찢어서 죽여야 한다'],"강한 표현을 완화하여 감정을 표현하되, 폭력적인 언어는 제거",그쪽과의 관계에 대해 다시 생각해봐야 할 것 같다.
컨텐츠도 보면 가관이야 역겨움 대잔치임 ㅋ,2,윤리검증,0,1,0,1,0,0,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""가관"", ""역겨움"", ""대잔치""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 비하하는 느낌을 줄이도록 수정"",
  ""대체 문장"": ""컨텐츠를 보면 정말 웃기네, 이건 좀 별로야.""
}"
